	911##a	911##c	351##c	Parent	LDR	008	24500a	BAS##a	999##a	999##b	999##b	FMT	OWN##a
ArGeZi-001-034-002	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"ארכיטקטורה Architecture in Israel: כתב עת לארכיטקטורה, בנין-ערים, הנדסה, עיצוב-פנים ואמנות בבנין, גיליון 1966: 2"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034-003	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"אדריכלות Architecture in Israel: כתב עת לארכיטקטורה, בנין-ערים, הנדסה, עיצוב-פנים ואמנות בבנין, גיליון 1969: 7-8"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034-004	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"אדריכלות Architecture in Israel: כתב עת לארכיטקטורה, בנין-ערים, הנדסה, עיצוב-פנים ואמנות בבנין, גיליון 1973: 1"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034-005	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"ארכיטקטורה Architecture in Israel: כתב עת לארכיטקטורה, בנין-ערים, הנדסה, עיצוב-פנים ואמנות בבנין, גיליון 1988"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-034-006	אוסף גרשון ציפור	פריט	ArGeZi-001-034	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	מרחב 2001: הביאנלה הישראלית לאדריכלות	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-035	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"תצלומים אודות פרוייקטים: מפעל 730, בי""ס אזורי ספיר בערבה, בניין פיקרד מעונות סטודנטים האוניברסיטה העברית בגבעת רם, מרכז רפואי בסיס חיל האוויר 8 ""תל נוף"", בית מלון ""ירחי כלה"" על-יד ישיבת פוניבז' בני ברק, אולם פדרמן, מעון יום ילדים סלמה, לין סיטי סנטר בתל אביב, אולם ספורט בעין יהב, מרכז הבשור , מרפאה במרכז הבשור, חברה ישראלית מרכזית למימון ולאחסנה בע""מ, המרכז התיאטרוני ע""ש מקס ריינהארט, בניין מסעדה בפארק הירקון, מרכז רפואי ובי""ס לרפואה בקון-קן, בניני מגורים (ה/1) בגילה, מרכז קליטה ברעננה, בי""ס מקיף אופקים, בית משפט העליון ירושלים"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-036	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	"מרכז אזרחי ספיר בערבה ובי""ח פסיכאטרי המרכז לבריאות הנפש בבאר שבע"	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-037	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	מסמכים אודות: קורות חיים ויצירות של גרשון צפור	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-038	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	תצלומים אודות אירועים אדריכליים שונים של משרד גרשון צפור	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
ArGeZi-001-039	אוסף גרשון ציפור	תיק	ArGeZi-001	00000npd^a22^^^^^^a^4500	^^^^^^k^^^^^^^^xx^^^^^^^^^^^^^^^^^^^^^^d	חומרים לא ממויינים ולא מזוהים	VIS	ARCHIVE	NOULI	NOOCLC	MX	NNL
